PAD,Pin_Function,Bank,Dual_Function,Differential,High_Speed,DQS_Group,Package_Ball,Bank_Group,Recommended_Usage
18,PL17A,7,-,True_OF_PL17B,TRUE,LDQS17,D13,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
20,PL17C,7,-,True_OF_PL17D,-,LDQ17,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
21,PL17B,7,-,Comp_OF_PL17A,TRUE,LDQSN17,C13,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
23,PL17D,7,-,Comp_OF_PL17C,-,LDQ17,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
24,PL20A,7,-,True_OF_PL20B,TRUE,LDQ17,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
26,PL20C,7,7,True_OF_PL20D,-,LDQ17,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
27,PL20B,7,7,Comp_OF_PL20A,TRUE,LDQ17,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
29,PL20D,7,7,Comp_OF_PL20C,-,LDQ17,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
30,PL23A,7,-,True_OF_PL23B,TRUE,LDQ29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
32,PL23C,7,7,True_OF_PL23D,-,LDQ29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
33,PL23B,7,-,Comp_OF_PL23A,TRUE,LDQ29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
35,PL23D,7,7,Comp_OF_PL23C,-,LDQ29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
36,PL26A,7,-,True_OF_PL26B,TRUE,LDQ29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
38,PL26C,7,7,True_OF_PL26D,-,LDQ29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
39,PL26B,7,-,Comp_OF_PL26A,TRUE,LDQ29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
41,PL26D,7,7,Comp_OF_PL26C,-,LDQ29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
42,PL29A,7,-,True_OF_PL29B,TRUE,LDQS29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
44,PL29C,7,7,True_OF_PL29D,-,LDQ29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
45,PL29B,7,-,Comp_OF_PL29A,TRUE,LDQSN29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
47,PL29D,7,7,Comp_OF_PL29C,-,LDQ29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
48,PL32A,7,-,True_OF_PL32B,TRUE,LDQ29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
50,PL32C,7,7,True_OF_PL32D,-,LDQ29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
51,PL32B,7,-,Comp_OF_PL32A,TRUE,LDQ29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
53,PL32D,7,7,Comp_OF_PL32C,-,LDQ29,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
54,PL35A,7,-,True_OF_PL35B,TRUE,LDQ41,B13,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
56,PL35C,7,7,True_OF_PL35D,-,LDQ41,C15,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
57,PL35B,7,-,Comp_OF_PL35A,TRUE,LDQ41,A13,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
59,PL35D,7,7,Comp_OF_PL35C,-,LDQ41,A15,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
60,PL38A,7,-,True_OF_PL38B,TRUE,LDQ41,D15,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
62,PL38C,7,7,True_OF_PL38D,-,LDQ41,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
63,PL38B,7,-,Comp_OF_PL38A,TRUE,LDQ41,D16,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
65,PL38D,7,7,Comp_OF_PL38C,-,LDQ41,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
66,PL41A,7,-,True_OF_PL41B,TRUE,LDQS41,B15,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
68,PL41C,7,7,True_OF_PL41D,-,LDQ41,C16,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
69,PL41B,7,-,Comp_OF_PL41A,TRUE,LDQSN41,A16,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
71,PL41D,7,7,Comp_OF_PL41C,-,LDQ41,-,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
72,PL44A,7,-,True_OF_PL44B,TRUE,LDQ41,A17,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
74,PL44C,7,7,True_OF_PL44D,-,LDQ41,B18,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
75,PL44B,7,-,Comp_OF_PL44A,TRUE,LDQ41,B17,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
77,PL44D,7,7,Comp_OF_PL44C,-,LDQ41,C17,High-Speed DDR / Video Banks,DDR3 / HDMI / Video / LVDS
210,TDO,40,8,-,-,-,V14,JTAG / Configuration Bank,Programming and Debug
211,TCK,40,-,-,-,-,U13,JTAG / Configuration Bank,Programming and Debug
213,TDI,40,8,-,-,-,T13,JTAG / Configuration Bank,Programming and Debug
214,TMS,40,-,-,-,-,V13,JTAG / Configuration Bank,Programming and Debug
0,NC,-,0,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,0,-,-,-,G2,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,L2,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,0,-,-,-,B3,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,0,-,-,-,E5,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,F5,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,0,-,-,-,K5,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,0,-,-,-,L5,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,F6,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,0,-,-,-,G6,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,0,-,-,-,H6,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,J6,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,0,-,-,-,K6,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,0,-,-,-,L6,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,M6,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,0,-,-,-,E7,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,F7,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,G7,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,H7,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,J7,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,K7,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,L7,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,M7,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,N7,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,E8,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,F8,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,G8,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,H8,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,J8,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,K8,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,L8,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,M8,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,N8,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,E9,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,F9,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,G9,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,H9,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,J9,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,K9,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,L9,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,M9,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,N9,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,E10,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,F10,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,G10,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,H10,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,J10,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,K10,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,L10,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,M10,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,N10,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,E11,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,F11,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,G11,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,H11,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,J11,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,K11,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,L11,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,M11,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,N11,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,E12,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,F12,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,G12,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,H12,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,J12,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,K12,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,L12,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,M12,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,N12,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,F13,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,G13,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,H13,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,J13,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,K13,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,L13,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,M13,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,E14,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,F14,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,K14,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,L14,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,B16,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,T16,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,G17,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,L17,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,GND,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,J4,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,M4,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,J5,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,P7,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,D8,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,D9,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,P9,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,D10,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,D11,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,P11,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,J14,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,J15,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,M15,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
0,VCC,-,-,-,-,-,-,Power / Ground / Misc,Power / Ground / Dedicated
